image_path,label
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Ganoderma_applanatum/Ganoderma applanatum_199571.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Ischnoderma_benzoinum/2238578864-111765.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Boletus_subluridellus/Boletus subluridellus_189866.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Nectria_peziza/2238564024-108729.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Ramaria_pallida/2238474002-316606.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Russula_pelargonia/2238553855-180767.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Russula_velenovskyi/2332527995-190309.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Litschauerella_clematidis/Litschauerella clematidis_91807.jpg,Irrelevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Lepista_sordida/2238580699-112191.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Phaeogyroporus_sudanicus/Phaeogyroporus sudanicus_150930.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Xylaria_polymorpha/2238531108-28175.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Agaricus_arvensis/2238377398-13917.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Ceratiomyxa_fruticulosa/2269197344-114931.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Hortiboletus_bubalinus/2238477785-167632.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Amanita_muscaria/2238534255-176991.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Xylaria_longipes/2274829613-41030.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Xylaria_hypoxylon/2239703692-337246.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Simocybe_sumptuosa/2351006531-264821.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Jackrogersella_cohaerens/2238489090-169374.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Pleurotus_ostreatus/Pleurotus ostreatus_90678.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Mycetinis_querceus/2446759843-49258.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Leucoagaricus_leucothites/Leucoagaricus leucothites_24658.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Glyphium_elatum/2562049386-277213.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Stereum_hirsutum/2575119019-129426.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Ganoderma_oregonense/Ganoderma oregonense_111332.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Tricholoma_odorum/Tricholoma odorum_244044.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Gomphus_clavatus/Gomphus clavatus_181910.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Neoboletus_luridiformis/2238220062-308659.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Cortinarius_flexipes/2238086474-80240.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Lentinus/Lentinus_151798.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Tricholoma_argyraceum/2238356571-235515.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Psathyrella_candolleana/Psathyrella candolleana_232505.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Marasmius/Marasmius_196924.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Lactarius/Lactarius_19706.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Cuphophyllus_virgineus/2238404273-15137.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Agaricus_arvensis/2238516487-323033.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Gliophorus_psittacinus/2427875289-122012.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Acarospora_fuscata/2625333321-280711.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Mycobilimbia_tetramera/Mycobilimbia tetramera_53847.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Russula_adusta/2821605357-358514.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Discina_ancilis/2592379730-205343.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Mycena_niveipes/Mycena niveipes_157451.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Galerina_marginata/Galerina marginata_69972.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Inocybe_subcarpta/Inocybe subcarpta_78053.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Micarea_lignaria/2981238434-145711.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Russula_faginea/Russula faginea_215744.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Lactarius_pubescens/2238424798-15827.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Gymnopus_ocior/2239703634-113903.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Cystoderma_amianthinum/2417207126-266888.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Crepidotus_mollis/2238148382-305305.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Pisolithus/Pisolithus_98234.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Psilocybe_ovoideocystidiata/Psilocybe ovoideocystidiata_231317.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Psilocybe_caerulipes/Psilocybe caerulipes_146291.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Lasiosphaeris_hirsuta/2238557827-330911.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Cortinarius_triumphans/2868480407-363252.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Phaeophyscia_orbicularis/2458348232-349164.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Lactarius_subdulcis/2864897356-286603.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Clitocybe_nuda/Clitocybe nuda_167102.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Hymenopellis_radicata/2238555098-32527.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Chalciporus_piperatus/Chalciporus piperatus_197839.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Rickenella_fibula/2238516405-173796.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Cortinarius_varius/Cortinarius varius_44805.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Mycena_pura/2238506192-321331.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Cladonia_furcata/2592380037-354588.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Pseudohydnum_gelatinosum/Pseudohydnum gelatinosum_27376.jpg,Irrelevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Boletus_variipes/Boletus variipes_166238.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Rickenella_fibula/2238528573-27542.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Calvatia_gigantea/2238476097-316805.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Cuphophyllus_pratensis/2238391449-88788.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Daedalea_quercina/2575119954-129667.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Hygrophorus_camarophyllus/Hygrophorus camarophyllus_248998.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Scleroderma_citrinum/2860312434-136688.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Megacollybia_rodmanii/Megacollybia rodmanii_186667.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Gloeophyllum_sepiarium/2238365968-13493.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Cytidia_stereoides/Cytidia stereoides_66308.jpg,Irrelevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Mutinus_caninus/2831350312-358917.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Butyriboletus_roseopurpureus/Butyriboletus roseopurpureus_168421.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Mycena_californiensis/Mycena californiensis_200296.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Ceratiomyxa_fruticulosa/2238497493-22436.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Spinellus_fusiger/2425493636-268816.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Russula_grata/2874311367-364473.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Durella_connivens/2549106627-351321.JPG,Irrelevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Tricholoma_focale/2238345532-310125.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Pleurotus_ostreatus/2981239444-145760.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Hericium_erinaceus/Hericium erinaceus_84362.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Russula_heterophylla/2238473648-18812.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Buellia_spuria/Buellia spuria_232545.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Macrolepiota_procera/Macrolepiota procera_58180.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Phellodon_niger/Phellodon niger_230550.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Laetiporus_sulphureus/2238548239-105163.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Russula_risigallina/2351007669-116860.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Stemonitis_axifera/2269197317-338224.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Dibaeis_baeomyces/Dibaeis baeomyces_230754.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Tuber_rufum/Tuber rufum_209371.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Meripilus_sumstinei/Meripilus sumstinei_237179.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Mycena_oregonensis/Mycena oregonensis_107625.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Gomphidius_glutinosus/2238496722-319805.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Calyptella_lactea/Calyptella lactea_233786.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Armillaria_lutea/2874311384-140410.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Suillus_caerulescens/Suillus caerulescens_175506.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Pseudoinonotus_dryadeus/2238412761-237845.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Dermatocarpon_muhlenbergii/Dermatocarpon muhlenbergii_7814.jpg,Irrelevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Metatrichia_vesparia/2238194315-158016.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Inonotus_obliquus/2238265289-85673.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Omphalotus_olivascens/Omphalotus olivascens_27266.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Russula_olivacea/2238556539-107076.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Cuphophyllus_pratensis/Cuphophyllus pratensis_68347.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Tricholoma_inamoenum/Tricholoma inamoenum_61716.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Agaricus_xanthodermus/Agaricus xanthodermus_38801.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Russula_curtipes/2238564272-332225.JPG,Irrelevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Russula/Russula_11281.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Postia_ptychogaster/2238570474-109901.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Psilocybe_allenii/Psilocybe allenii_6866.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Fomitopsis_pinicola/2238483391-242502.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Leptonia/Leptonia_21521.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Galerina_sideroides/Galerina sideroides_128381.jpg,Irrelevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Hypoxylon_fragiforme/2237853239-74924.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Russula_risigallina/2238469739-92462.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Imleria_badia/2868475484-138876.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Ganoderma_applanatum/2237948995-152171.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Hygrophorus_hypothejus/2238526997-324781.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Phaeophyscia_pusilloides/Phaeophyscia pusilloides_127184.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Densocarpa_shanorii/Densocarpa shanorii_159048.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Lactarius_necator/2238506809-97953.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Amaurodon_viridis/Amaurodon viridis_44281.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Lepista_nuda/2901943450-218111.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Russula_illota/2238567343-34959.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Daedaleopsis_confragosa/2238444106-239254.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Hypomyces_luteovirens/Hypomyces luteovirens_21717.jpg,Irrelevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Russula_ochraleucoides/Russula ochraleucoides_218961.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Kretzschmaria_deusta/2238490707-318959.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Psilocybe_stuntzii/Psilocybe stuntzii_148534.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Lactarius_rubidus/Lactarius rubidus_251308.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Kuehneromyces_mutabilis/2238510939-98700.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Lobaria_pulmonaria/2237950528-4083.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Panaeolus_reticulatus/2238052328-5545.JPG,Irrelevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Fuscoporia_ferrea/2620440306-280668.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Clitocybe_phyllophila/2989720324-147483.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Bulgaria_inquinans/2238195487-307387.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Cerioporus_varius/2238590576-261851.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Mycena_epipterygia/2237944827-301472.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Clavaria_falcata/Clavaria falcata_149148.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Gomphidius_roseus/2421822580-193436.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Mycena_alcalina/Mycena alcalina_6648.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Phloeomana_speirea/Phloeomana speirea_26676.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Agrocybe_pediades/Agrocybe pediades_50643.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Fomes_fomentarius/2237859781-224351.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Phaeolepiota_aurea/2449442902-347890.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Psilocybe_neoxalapensis/Psilocybe neoxalapensis_98446.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Pluteus_plautus/2294395380-189767.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Tricholoma_pardinum/Tricholoma pardinum_84493.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Russula_crassotunicata/Russula crassotunicata_216338.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Phyllotopsis_nidulans/2238544259-104282.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Mycena_filopes/Mycena filopes_89594.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Merismodes_fasciculata/Merismodes fasciculata_9612.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Megacollybia_platyphylla/2238560840-182223.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Vouauxiella_lichenicola/2608811881-280122.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Gibellula/Gibellula_146688.jpg,Irrelevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Russula_risigallina/2825699327-358614.JPG,Irrelevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Pluteus_cervinus/2238566082-332550.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Tricholoma_odorum/Tricholoma odorum_198095.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Daedalea_quercina/Daedalea quercina_87531.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Phaeophyscia_orbicularis/2238548175-179394.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Erythricium_aurantiacum/2237856758-1125.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Leccinum_scabrum/2825700310-209078.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Mollisia/Mollisia_231914.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Ischnoderma_benzoinum/2238542587-327643.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Stereum_subtomentosum/2512875583-52155.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Coprinopsis_atramentaria/2238579535-185960.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Picipes_badius/2238571311-258008.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Gymnopilus_thiersii/Gymnopilus thiersii_205515.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Amphinema_byssoides/Amphinema byssoides_44672.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Russula_dissimulans/Russula dissimulans_176166.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Coprinellus_domesticus/2238586817-336764.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Agaricus_bernardi/Agaricus bernardi_102712.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Caloboletus_conifericola/Caloboletus conifericola_218903.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Usnea_ceratina/Usnea ceratina_45617.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Scutellinia/Scutellinia_29244.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Entoloma_quadratum/Entoloma quadratum_140360.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Mollisia_cinerea/2238146077-305118.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Gymnopilus_penetrans/2238126961-228835.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Xerocomellus_porosporus/2860300428-62196.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Craterellus_tubaeformis/Craterellus tubaeformis_244225.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Limacella_glioderma/Limacella glioderma_249820.jpg,Irrelevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Agrocybe_pediades/2238492033-21588.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Psilocybe_muliercula/Psilocybe muliercula_40915.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Cortinarius_subolivascens/Cortinarius subolivascens_100265.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Bothia_castanella/Bothia castanella_219795.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Psathyrella_piluliformis/2238532237-325943.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Cystodermella_granulosa/Cystodermella granulosa_10170.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Coprinellus_disseminatus/2238552460-180512.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Hypholoma_fasciculare/Hypholoma fasciculare_127960.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Cortinarius/Cortinarius_252736.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Rhodocybe_caelata/Rhodocybe caelata_206785.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Clitocybe_odora/2351006515-190622.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Cortinarius_iodes/Cortinarius iodes_79692.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Stromatinia_rapulum/Stromatinia rapulum_131580.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Lactarius_albocarneus/2238393195-163008.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Cortinarius_malicorius/2238086441-228264.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Rhizoplaca_subdiscrepans/Rhizoplaca subdiscrepans_44013.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Steccherinum_oreophilum/Steccherinum oreophilum_109995.jpg,Irrelevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Pluteus_plautus/Pluteus plautus_40998.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Entoloma/Entoloma_242323.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Russula_vesca/2238570602-333298.JPG,Irrelevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Pertusaria_multipuncta/Pertusaria multipuncta_130411.jpg,Irrelevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Russula_aurora/2238218291-233285.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Tricholomopsis_aurea/Tricholomopsis aurea_86025.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Agrocybe_firma/Agrocybe firma_167394.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Hyphodontia_quercina/2238410253-15359.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Cylindrobasidium_evolvens/2238195010-158031.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Rosellinia/Rosellinia_7740.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Clavulina_rugosa/2874318380-215168.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Bjerkandera_adusta/2986408368-73285.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Hygrophorus_hypothejus/Hygrophorus hypothejus_73165.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Suillus_fuscotomentosus/Suillus fuscotomentosus_129017.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Schizophyllum_commune/Schizophyllum commune_214287.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Sarcosphaera_coronaria/Sarcosphaera coronaria_132726.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Uromyces_rumicis/2238549562-329008.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Hemipholiota_populnea/Hemipholiota populnea_200705.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Mycena_aetites/2238124637-303935.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Hemileccinum_subglabripes/Hemileccinum subglabripes_119570.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Xerocomellus_porosporus/2238558111-255509.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Clitocybe_metachroa/2238440065-164981.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Trametes_versicolor/Trametes versicolor_1918.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Mycena_pura/Mycena pura_147134.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Cortinarius_talus/2237925919-77743.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Atheniella_flavoalba/2427871819-121233.JPG,Irrelevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Antrodia_heteromorpha/Antrodia heteromorpha_122584.jpg,Irrelevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Nectria_cinnabarina/2237948283-3967.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Phaeolus_schweinitzii/Phaeolus schweinitzii_37932.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Chlorophyllum_molybdites/Chlorophyllum molybdites_164408.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Cyathus_striatus/2851431345-209934.JPG,Relevant
